"Site","Bore","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"LAWA-100786","F45/0463","Chloride","2015-01-05","2018-12-17","35","12.2","22"
"LAWA-100786","F45/0463","Dissolved reactive phosphorus","2015-01-05","2018-12-17","35","0.008","0.013"
"LAWA-100786","F45/0463","E.coli","2015-02-11","2018-12-17","34","0.5","2"
"LAWA-100786","F45/0463","Electrical conductivity/salinity","2015-01-05","2018-12-17","35","155","240"
"LAWA-100786","F45/0463","Nitrate nitrogen","2015-01-05","2018-12-17","70","3.5","6.4"
"LAWA-100786","F45/0463","Nitrogen - Other","2015-01-05","2018-12-17","105","0.001","6.7"
"LAWA-100786","F45/0463","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100967","F45/0555","Ammoniacal nitrogen","2017-07-06","2018-07-30","14","0.005","0.005"
"LAWA-100967","F45/0555","Chloride","2017-07-06","2018-07-30","14","7.4","11.5"
"LAWA-100967","F45/0555","Dissolved reactive phosphorus","2017-07-06","2018-07-30","14","0.017","0.023"
"LAWA-100967","F45/0555","E.coli","2017-07-06","2018-07-30","14","0.5","0.5"
"LAWA-100967","F45/0555","Electrical conductivity/salinity","2017-07-06","2018-07-30","14","108","157"
"LAWA-100967","F45/0555","Nitrate nitrogen","2017-07-06","2018-07-30","28","0.95","1.87"
"LAWA-100967","F45/0555","Nitrogen - Other","2017-07-06","2018-07-30","42","0.001","2"
"LAWA-100967","F45/0555","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100830","F45/0576","Ammoniacal nitrogen","2015-01-05","2016-05-05","9","0.005","0.029"
