Site code,Date,Alkalinity Total,Ammoniacal nitrogen,Biochemical oxygen demand 5day,Black disc transparency,Conductivity @ 20'C,Dissolved Oxygen,Dissolved Oxygen Saturation %,Dissolved reactive phosphorus,E.coli bacteria,Enterococci bacteria,Faecal Coliforms,Flow,Nitrate nitrogen,pH,Suspended solids,Temperature,Total nitrogen,Total phosphorus,Turbidity,Adj Absorbance 340,Adj Absorbance 440,,Absorbance @ 340nm Filtered,Absorbance @ 440nm Filtered,Absorbance @ 770nm Filtered
WGG000500,12-May-04,30,0.019,0.25,1.86,10.3,9.6,93,0.016,200,290,200,1.485,1.61,7.8,2,12.8,1.72,0.032,1.2,0.017,0.004,,0.037,0.007,0
WGG000900,12-May-04,40,0.059,0.7,1.43,15.2,9.6,93,0.071,360,400,360,4.5,2.403,7.8,8,13.6,2.9,0.096,2,0.025,0.005,,0.045,0.009,0
WKH000500,12-May-04,49,0.011,0.25,3.73,11.2,9.6,91,0.03,120,71,120,3.737,0.198,7.9,1,12,0.25,0.036,0.6,0.013,0.003,,0.023,0.003,0
MGH000950,09-Jun-04,29,0.023,0.9,0.5,8,11.1,97,0.0015,130,29,140,17.103,0.238,7.5,13,8.8,0.35,0.026,6.3,0.039,0.007,,0.044,0.01,0.001
MKW000300,09-Jun-04,26,0.007,0.25,3.5,8.4,11.4,97,0.025,180,90,180,2.571,0.608,7.6,1,7.6,0.64,0.025,0.75,0.015,0.002,,0.072,0.016,0.003
MRK000420,09-Jun-04,31,0.016,0.25,2.04,12.2,10.8,97,0.006,320,170,320,2.547,1.116,7.6,3,10.3,1.32,0.019,1.7,0.016,0.004,,0.068,0.016,0.002
PAT000200,09-Jun-04,16,0.003,0.25,6.43,5.4,11.2,97,0.016,3,1,3,0.26,0.039,7.5,1,6.5,0.06,0.018,0.35,0.016,0.003,,0.038,0.008,0.002
PAT000360,09-Jun-04,24,0.099,0.25,2.21,9.2,10.8,99,0.046,92,84,100,6.05,1.245,7.5,4,10.1,1.52,0.059,1.3,0.01,0,,0.033,0.006,0
PNH000200,09-Jun-04,18,0.022,0.25,2.38,8.5,10.9,97,0.014,31,23,31,0.498,0.139,7.5,1,8.8,0.17,0.025,1.8,0.032,0.006,,0.04,0.008,0.001
PNH000900,09-Jun-04,30,0.13,0.25,1.42,17,10.9,97,0.044,170,190,170,1.318,1.358,7.6,2,10.1,2.1,0.066,2,0.033,0.006,,0.043,0.009,0.001
STY000300,09-Jun-04,35,0.011,0.25,0.43,8.9,11.2,98,0.02,8,4,8,4.22,0.079,7.8,23,8.5,0.09,0.031,6.4,0.011,0.002,,0.042,0.008,0.001
WGG000500,09-Jun-04,26,0.02,0.25,1.26,10.4,10.8,98,0.016,57,64,57,3.553,1.965,7.7,5,9.9,2.27,0.039,2.2,0.015,0.002,,0.112,0.024,0.001
WGG000900,09-Jun-04,30,0.035,0.25,0.88,13.7,11.2,98,0.038,140,120,140,8.61,2.19,7.7,1,9.4,2.93,0.073,3,0.019,0.004,,0.035,0.007,0
WKH000500,09-Jun-04,40,0.013,0.25,3.71,10.7,11.6,99,0.02,71,35,71,4.745,0.339,7.8,1,7.6,0.35,0.022,0.65,0.011,0.001,,0.029,0.005,0.001
MGH000950,14-Jul-04,36,0.025,0.25,0.88,9.2,11.9,102,0.003,63,4,63,8.225,0.248,7.6,4,8.2,0.34,0.012,3.6,0.037,0.007,,0.027,0.005,0
MKW000300,14-Jul-04,28,0.008,0.25,3.38,8.3,11.5,97,0.021,160,20,160,2.074,0.528,7.6,1,7.4,0.55,0.028,1,0.011,0.002,,0.036,0.004,0
MRK000420,14-Jul-04,35,0.027,0.25,1.74,12.9,10.9,96,0.004,210,40,210,1.748,1.257,7.6,2,9.3,1.45,0.014,1.7,0.017,0.003,,0.034,0.008,0.001
PAT000200,14-Jul-04,22,0.003,0.25,5.14,6.2,11.5,96,0.016,5,1,5,0.18,0.039,7.6,1,5.3,0.09,0.02,0.6,0.006,0.001,,0.033,0.007,0.001
PAT000360,14-Jul-04,26,0.07,0.25,1.96,9.5,11.4,100,0.023,54,20,54,4.106,1.214,7.6,1,8.2,1.42,0.031,1.4,0.01,0.001,,0.032,0.006,0
PNH000200,14-Jul-04,24,0.01,0.25,2.16,8.7,11.8,97,0.02,13,3,13,0.344,0.079,7.7,1,5.8,0.15,0.025,2,0.024,0.005,,0.035,0.008,0.001
PNH000900,14-Jul-04,37,0.028,0.25,2.21,16.9,11.9,98,0.019,56,40,56,0.862,1.291,7.7,1,7.1,1.74,0.032,1.8,0.025,0.005,,0.04,0.007,0
STY000300,14-Jul-04,43,0.0015,0.25,2.65,10.1,11.5,97,0.021,9,1,9,3.557,0.059,7.9,1,7.3,0.1,0.027,1.2,0.004,0,,0.062,0.014,0.002
WGG000500,14-Jul-04,29,0.013,0.25,1.32,11.3,11.4,98,0.011,37,23,37,2.603,2.216,7.7,4,7.9,2.5,0.034,2,0.01,0.002,,0.056,0.014,0
WGG000900,14-Jul-04,35,0.041,0.6,0.96,15.3,11.5,97,0.04,120,66,120,8.455,2.971,7.7,7,7.9,3.38,0.062,3.2,0.016,0.003,,0.04,0.009,0
WKH000500,14-Jul-04,53,0.007,0.25,3.94,12.3,11.7,99,0.027,37,24,37,3.284,0.229,7.9,1,7.1,0.27,0.036,0.75,0.01,0.001,,0.039,0.007,0
MGH000950,11-Aug-04,27,0.021,0.25,0.21,7.8,10.9,96,0.009,290,100,290,18.838,0.238,7.5,42,9.1,0.42,0.064,15,0.04,0.009,,0.04,0.009,0.006
MKW000300,11-Aug-04,25,0.01,0.25,2.4,8.1,10.8,95,0.018,120,110,130,3.169,0.548,7.5,1,9.1,0.6,0.024,1.2,0.011,0.003,,0.032,0.006,0
MRK000420,11-Aug-04,30,0.019,0.25,1.47,12.3,10.4,95,0.005,240,200,240,3.083,1.188,7.5,4,11,1.33,0.021,2.1,0.018,0.004,,0.105,0.025,0
PAT000200,11-Aug-04,9,0.004,0.25,2.73,4.3,11,95,0.009,4,8,4,1.702,0.049,7.3,3,6.4,0.07,0.02,1.6,0.041,0.009,,0.04,0.009,0.002
PAT000360,11-Aug-04,21,0.073,1.6,0.18,8.8,10.6,96,0.021,600,1300,600,11.615,0.911,7.5,25,9.6,1.55,0.152,11,0.022,0.005,,0.051,0.011,0
PNH000200,11-Aug-04,17,0.006,0.25,0.83,8.6,11.1,98,0.015,32,7,32,1.146,0.069,7.2,4,8.4,0.14,0.027,3.8,0.039,0.008,,0.035,0.007,0.001
PNH000900,11-Aug-04,31,0.113,1.2,0.72,16.5,11,97,0.04,1500,280,1500,1.599,1.119,7.7,9,9.6,1.73,0.099,4.5,0.04,0.008,,0.039,0.008,0
STY000300,11-Aug-04,26,0.0015,0.25,0.15,7.4,11.2,96,0.014,4,1,4,13.057,0.029,7.7,150,7.9,0.025,0.062,28,0.011,0.002,,0.039,0.008,0
WGG000500,11-Aug-04,26,0.027,0.6,0.51,10.8,10.7,97,0.012,110,260,110,5.211,0.916,7.6,15,9.8,2.12,0.06,4.4,0.016,0.003,,0.049,0.009,0
WGG000900,11-Aug-04,33,0.062,0.7,0.76,15.8,10.9,98,0.048,150,88,150,10.11,2.479,7.7,10,10.2,3.16,0.078,3.7,0.02,0.003,,0.048,0.01,0.001
WKH000500,11-Aug-04,32,0.012,0.25,1.78,9.3,11,96,0.013,160,200,170,7.871,0.269,7.7,1,8.6,0.32,0.028,1.2,0.016,0.004,,0.04,0.007,0
MGH000950,08-Sep-04,38,0.01,0.25,0.61,9.9,10.8,98,0.005,31,2,31,7.018,0.147,7.8,3,10.4,0.24,0.011,2.9,0.039,0.008,,0.032,0.007,0
MKW000300,08-Sep-04,28,0.008,0.25,3.17,8.4,10.8,92,0.021,140,20,140,1.627,0.288,7.6,1,7.5,0.29,0.026,0.5,0.01,0.002,,0.054,0.012,0.003
MRK000420,08-Sep-04,47,0.055,0.25,2.5,14.7,10.7,93,0.008,240,220,240,0.82,0.896,7.7,1,8.8,1.01,0.015,1.2,0.016,0.002,,0.028,0.006,0
PAT000200,08-Sep-04,22,0.0015,0.25,6.72,6.6,11.1,92,0.018,3,1,3,0.188,0.039,7.5,1,5,0.05,0.019,0.35,0.007,0.001,,0.028,0.006,0
PAT000360,08-Sep-04,26,0.096,0.25,2.7,10,10.9,97,0.035,2,23,2,2.796,1.103,7.7,1,8.8,1.41,0.051,0.95,0.013,0.003,,0.044,0.01,0.001
PNH000200,08-Sep-04,22,0.004,0.25,1.73,9.1,11,95,0.021,3,25,3,0.368,0.049,7.6,1,7.8,0.1,0.026,1.7,0.023,0.005,,0.041,0.009,0
PNH000900,08-Sep-04,35,0.029,0.5,1.95,17.1,11.5,99,0.03,160,140,160,0.926,1.344,7.9,2,8.5,1.5,0.044,1.5,0.028,0.005,,0.05,0.011,0.002
STY000300,08-Sep-04,42,0.0015,0.25,1.06,10.4,11,94,0.023,1,1,1,3.443,0.049,7.9,6,7.5,0.05,0.032,2.6,0.008,0.002,,0.038,0.008,0.001
WGG000500,08-Sep-04,29,0.014,0.25,1.82,12,11.1,98,0.012,6,28,6,2,1.964,7.7,2,9,2.23,0.025,1.1,0.009,0.002,,0.037,0.008,0
WGG000900,08-Sep-04,37,0.03,0.25,1.01,16.6,10.7,95,0.042,80,92,80,7.406,2.785,7.8,5,9.8,3.2,0.068,2.4,0.018,0.003,,0.043,0.009,0
WKH000500,08-Sep-04,53,0.026,0.25,5.08,12.7,11.4,95,0.031,110,74,110,3.21,0.119,8,1,6.7,1.52,0.031,0.5,0.009,0.001,,0.048,0.011,0.001
MGH000950,13-Oct-04,32,0.025,1,0.43,8.6,9.9,96,0.005,110,17,110,10.691,0.158,7.7,5,13.2,0.4,0.016,3.1,0.045,0.01,,0.045,0.01,0.001
MKW000300,13-Oct-04,28,0.013,0.25,3.8,8.6,10,92,0.016,340,54,340,2.231,0.417,7.7,1,10.9,0.44,0.024,0.7,0.013,0.003,,0.038,0.008,0
MRK000420,13-Oct-04,39,0.021,0.25,2.25,13.4,9.6,93,0.006,1300,140,1300,1.428,1.046,7.7,2,13.4,1.14,0.01,1.3,0.017,0.004,,0.032,0.006,0
PAT000200,13-Oct-04,18,0.004,0.25,3.95,6,10,92,0.016,5,1,5,0.257,0.019,7.5,1,9.2,0.05,0.019,0.4,0.012,0.003,,0.027,0.004,0
PAT000360,13-Oct-04,26,0.061,0.5,2.34,9.5,10,97,0.031,21,35,21,3.797,0.981,7.8,1,12.9,1.21,0.045,1.1,0.015,0.004,,0.03,0.006,0
PNH000200,13-Oct-04,20,0.007,0.25,2.02,8.7,9.6,91,0.011,44,3,44,0.652,0.049,7.6,1,11.7,0.11,0.017,1.7,0.034,0.007,,0.034,0.007,0
PNH000900,13-Oct-04,34,0.072,0.6,1.2,16.6,9.9,95,0.036,740,96,740,1.405,1.241,7.7,11,13.3,1.64,0.052,1.8,0.032,0.006,,0.035,0.007,0
STY000300,13-Oct-04,29,0.004,0.25,0.54,8.4,10.1,92,0.017,8,1,8,6.107,0.029,7.8,34,10.1,0.025,0.023,5.1,0.011,0.002,,0.068,0.015,0.001
WGG000500,13-Oct-04,29,0.022,0.25,1.68,11,10.1,99,0.014,72,17,72,2.238,1.732,7.8,4,13.2,1.9,0.025,1.3,0.014,0.003,,0.045,0.01,0
WGG000900,13-Oct-04,37,0.062,0.8,1.03,16.4,9.7,94,0.056,150,70,150,7.847,2.609,7.8,6,13.7,3.12,0.085,2.5,0.027,0.005,,0.048,0.01,0
WKH000500,13-Oct-04,46,0.012,0.25,2.58,11.6,10.1,94,0.017,210,94,210,4.185,0.158,8.1,1,11.2,0.28,0.022,0.6,0.011,0.002,,0.055,0.012,0.001
MGH000950,10-Nov-04,46,0.01,0.7,0.74,10.8,9.8,105,0.005,220,7,230,5.584,0.077,8.1,2,18.1,0.35,0.013,2.4,0.053,0.011,,0.051,0.011,0
MKW000300,10-Nov-04,30,0.01,0.25,2.93,8.4,10,100,0.015,280,330,280,1.628,0.108,7.8,1,14.5,0.21,0.026,0.55,0.013,0.003,,0.043,0.009,0
MRK000420,10-Nov-04,49,0.005,0.7,2.42,15.1,10.2,103,0.006,1000,92,1000,0.741,0.586,7.8,1,15.7,0.72,0.012,1.2,0.021,0.005,,0.043,0.008,0
PAT000200,10-Nov-04,25,0.007,0.25,4.7,6.8,10.5,99,0.005,40,20,40,0.151,0.019,7.7,1,10.2,0.07,0.022,0.5,0.013,0.002,,0.034,0.007,0
PAT000360,10-Nov-04,31,0.033,0.8,1.5,10.4,10.1,104,0.026,380,27,380,2.157,1.176,8.1,1,15.5,1.29,0.056,1.3,0.02,0.004,,0.026,0.005,0
PNH000200,10-Nov-04,24,0.005,0.25,2.2,8.7,9.8,101,0.028,60,19,60,0.311,0.009,7.8,1,15.1,0.08,0.031,1.2,0.023,0.004,,0.015,0.007,0
PNH000900,10-Nov-04,42,0.019,0.9,1.54,17.9,10.1,104,0.05,310,120,320,0.617,0.986,8,2,16.5,1.27,0.072,1.7,0.036,0.007,,0.035,0.009,0
STY000300,10-Nov-04,45,0.0015,0.25,2.78,10.8,10.5,100,0.018,4,4,4,3.11,0.029,8,1,12.3,0.06,0.022,0.8,0.007,0.001,,0.084,0.019,0
WGG000500,10-Nov-04,32,0.032,0.5,1.7,11.7,10.5,106,0.024,320,33,330,1.387,1.419,8,1,14.6,1.82,0.04,1.4,0.014,0.002,,0.058,0.014,0
WGG000900,10-Nov-04,42,0.027,0.8,1.11,16.9,10,103,0.076,260,84,260,4.672,2.269,8,4,16.6,2.83,0.106,2.2,0.027,0.006,,0.052,0.012,0
WKH000500,10-Nov-04,59,0.004,0.6,3.25,13.9,10.7,105,0.03,100,14,100,2.934,0.038,8.3,1,13.5,0.11,0.035,0.55,0.011,0.003,,0.039,0.008,0
MGH000950,08-Dec-04,34,0.003,0.5,0.87,8.7,10.3,107,0.009,520,60,520,6.439,0.048,8.2,5,16.4,0.22,0.016,3.9,0.063,0.012,,0.054,0.008,0
MKW000300,08-Dec-04,30,0.011,0.25,2.61,8.5,10.4,101,0.025,260,26,260,1.487,0.158,7.8,2,13.3,0.22,0.031,0.65,0.015,0.003,,0.047,0.008,0
MRK000420,08-Dec-04,52,0.018,0.8,2.23,15.3,9.8,100,0.015,570,220,570,0.593,0.613,7.9,3,15.8,0.8,0.022,1.2,0.026,0.005,,0.044,0.009,0
PAT000200,08-Dec-04,25,0.0015,0.25,5.32,6.7,10.6,101,0.022,12,42,12,0.175,0.019,7.9,1,10.4,0.07,0.027,0.4,0.015,0.003,,0.044,0.009,0.002
PAT000360,08-Dec-04,30,0.032,1.4,2.03,10.3,10.6,111,0.059,66,20,66,1.395,1.066,8.3,3,16,1.29,0.085,1.5,0.024,0.005,,0.039,0.009,0
PNH000200,08-Dec-04,23,0.0015,0.25,1.63,9,9.9,100,0.018,45,7,45,0.408,0.019,7.9,1,14.5,0.07,0.03,1.7,0.03,0.006,,0.038,0.009,0.002
PNH000900,08-Dec-04,36,0.023,0.8,1.6,16.6,10.2,105,0.074,250,120,250,0.662,0.836,8,3,16.5,1.09,0.101,1.6,0.039,0.006,,0.05,0.01,0.002
STY000300,08-Dec-04,38,0.0015,0.25,4.62,9.5,10.5,100,0.02,5,4,5,3.844,0.029,8.1,2,12.2,0.03,0.022,0.65,0.009,0.002,,0.036,0.009,0
WGG000500,08-Dec-04,32,0.018,0.8,1.97,11,10.5,108,0.02,52,28,54,0.891,1.108,8.2,1,15.7,1.3,0.038,1.2,0.018,0.004,,0.03,0.005,0
WGG000900,08-Dec-04,44,0.02,1.2,1.52,18.3,10.2,108,0.066,68,77,74,3.068,2.144,8.2,4,18,2.48,0.098,2,0.034,0.007,,0.054,0.011,0.001
WKH000500,08-Dec-04,51,0.005,0.25,2.09,12.5,11.1,107,0.024,120,43,130,3.494,0.079,8.3,2,12.6,0.1,0.032,0.6,0.012,0.002,,0.052,0.014,0.002
MGH000950,12-Jan-05,35,0.0015,0.7,1.2,9,9.4,102,0.005,430,40,430,7.926,0.049,7.9,4,18.5,0.17,0.018,3.3,0.058,0.012,,0.046,0.009,0.001
MKW000300,12-Jan-05,28,0.011,0.25,2.68,8.6,9.8,97,0.025,260,40,260,2.394,0.478,7.6,1,13.9,0.53,0.028,0.6,0.017,0.004,,0.055,0.011,0
MRK000420,12-Jan-05,36,0.011,0.6,2.01,12.6,9.7,96,0.012,680,80,680,1.999,0.757,7.7,4,14.7,0.82,0.016,1.4,0.024,0.004,,0.059,0.014,0.002
PAT000200,12-Jan-05,18,0.0015,0.25,5.83,5.8,9.9,95,0.018,20,1,20,0.26,0.009,7.5,1,10.9,0.07,0.022,0.35,0.017,0.004,,0.053,0.011,0.001
PAT000360,12-Jan-05,28,0.06,0.9,3.16,9.6,9.8,102,0.048,120,48,120,3.929,0.937,7.8,3,15.8,1.14,0.068,1.4,0.02,0.006,,0.037,0.006,0.001
PNH000200,12-Jan-05,24,0.004,0.25,1.99,8.9,9.8,98,0.017,120,8,120,0.509,0.019,7.7,1,14.1,0.1,0.024,1.4,0.039,0.007,,0.039,0.007,0
PNH000900,12-Jan-05,38,0.298,1.8,1.03,16.9,9.4,94,0.12,390,240,390,1.012,0.93,7.8,4,15.4,1.6,0.193,2,0.043,0.009,,0.027,0.005,0
STY000300,12-Jan-05,39,0.0015,0.25,1.19,9.4,10.1,97,0.02,4,1,4,3.751,0.029,8,3,12.4,0.08,0.02,1.8,0.01,0.002,,0.06,0.012,0
WGG000500,12-Jan-05,29,0.02,0.6,1.73,10.3,9.8,99,0.024,160,33,160,1.631,1.189,7.8,1,14.6,1.38,0.039,1.2,0.02,0.005,,0.028,0.004,0
WGG000900,12-Jan-05,38,0.029,1.1,1.22,14.7,9.5,100,0.09,130,42,140,4.73,1.869,7.9,4,17.6,2.32,0.123,2.2,0.033,0.006,,0.024,0.006,0
WKH000500,12-Jan-05,45,0.005,0.25,3.68,11.2,10.2,99,0.02,200,11,200,4.228,0.109,8.1,1,13,0.18,0.024,0.45,0.014,0.002,,0.038,0.01,0.001
MGH000950,09-Feb-05,55,0.0015,0.5,1.97,12.4,9.8,118,0.005,200,140,210,3.688,0.018,8.1,1,24,0.21,0.015,1.9,0.062,0.01,,0.082,0.017,0
MKW000300,09-Feb-05,32,0.0015,0.25,2.63,8.7,9.2,97,0.029,800,900,800,1.326,0.039,7.7,1,16.9,0.14,0.036,0.65,0.018,0.004,,0.043,0.008,0
MRK000420,09-Feb-05,72,0.003,0.9,1.91,20.2,8.5,93,0.003,1200,640,1200,0.356,0.437,7.8,2,19.3,0.62,0.016,1.5,0.034,0.007,,0.038,0.008,0
PAT000200,09-Feb-05,29,0.0015,0.25,5.33,7.5,9.7,100,0.031,160,76,160,0.119,0.019,7.7,1,13.8,0.05,0.035,0.4,0.018,0.003,,0.037,0.008,0
PAT000360,09-Feb-05,34,0.014,1.1,1.63,10.8,10,114,0.094,180,170,180,1.194,1.074,8.2,2,20.3,1.25,0.12,1.7,0.034,0.008,,0.035,0.008,0
PNH000200,09-Feb-05,25,0.0015,0.25,2.63,8.5,9.2,101,0.029,100,48,100,0.242,0.009,7.8,1,18.4,0.06,0.034,0.8,0.026,0.005,,0.035,0.007,0
PNH000900,09-Feb-05,45,0.012,0.8,1.54,14.9,9.2,102,0.035,360,550,360,0.363,0.218,7.9,3,20.5,0.42,0.06,1.7,0.045,0.008,,0.033,0.006,0
STY000300,09-Feb-05,49,0.0015,0.25,3.44,11.6,10.1,101,0.019,3,12,3,2.536,0.009,8,1,14.4,0.03,0.024,0.85,0.008,0.002,,0.025,0.005,0
WGG000500,09-Feb-05,39,0.023,1,1.87,12.6,10,110,0.034,390,570,400,0.698,1.162,8,3,19,1.35,0.07,1.8,0.036,0.008,,0.04,0.008,0
WGG000900,09-Feb-05,52,0.007,1,1.29,17.6,9.8,111,0.066,300,390,320,2.814,1.451,8.2,3,21.4,1.64,0.092,2,0.037,0.006,,0.028,0.005,0
WKH000500,09-Feb-05,69,0.0015,0.25,3.06,15.4,9.8,103,0.031,210,350,210,2.46,0.009,8.2,1,16.5,0.06,0.048,0.45,0.014,0.003,,0.032,0.006,0
MGH000950,10-Mar-05,55,0.004,0.6,0.64,11.6,9.6,101,0.004,1100,450,1100,7.127,0.039,8,10,16.9,0.28,0.028,6.2,0.057,0.011,,0.036,0.007,0
MKW000300,10-Mar-05,31,0.0015,0.25,2.71,8.4,9.7,96,0.03,600,660,600,1.165,0.019,7.6,1,14.1,0.09,0.038,0.5,0.017,0.004,,0.039,0.006,0
MRK000420,10-Mar-05,78,0.007,0.7,2.07,21.7,8.8,89,0.008,1400,970,1400,0.322,0.466,7.7,2,15.3,0.78,0.028,1.3,0.031,0.008,,0.044,0.01,0.001
PAT000200,10-Mar-05,28,0.0015,0.25,4.29,7.6,10.1,98,0.034,33,43,33,0.131,0.029,7.8,1,11.2,0.06,0.038,0.4,0.015,0.002,,0.046,0.009,0.001
PAT000360,10-Mar-05,33,0.006,0.9,1.95,11,10.8,110,0.097,230,320,230,0.924,1.102,8.1,1,15,1.38,0.119,1.1,0.031,0.005,,0.047,0.008,0
PNH000200,10-Mar-05,25,0.003,0.25,1.58,8.5,10,102,0.035,220,190,220,0.247,0.009,7.9,1,14.6,0.12,0.041,0.85,0.024,0.003,,0.04,0.007,0.001
PNH000900,10-Mar-05,42,0.028,0.8,1.66,14.6,9.5,97,0.068,300,830,300,0.384,0.29,7.8,5,16.2,0.62,0.108,1.8,0.047,0.008,,0.038,0.008,0
STY000300,10-Mar-05,39,0.0015,0.25,2.46,9.7,10.4,99,0.02,8,15,8,3.247,0.019,8,3,12.2,0.05,0.021,0.9,0.011,0.001,,0.026,0.002,0
WGG000500,10-Mar-05,40,0.015,0.7,1.75,12.8,10.4,107,0.048,240,200,250,0.447,1.106,8.2,1,15.6,1.3,0.073,1.2,0.032,0.007,,0.036,0.008,0
WGG000900,10-Mar-05,55,0.052,1,1.65,19.4,10.3,110,0.093,180,180,190,1.476,1.461,8.2,2,18.2,1.91,0.132,1.6,0.044,0.009,,0.03,0.006,0
WKH000500,10-Mar-05,56,0.0015,0.25,3.15,13.1,10.4,101,0.036,160,400,160,2.928,0.019,8,1,12.9,0.1,0.041,0.45,0.019,0.004,,0.033,0.006,0
MGH000950,13-Apr-05,39,0.011,0.7,1.14,9.7,9.9,99,0.0015,400,85,420,5.701,0.078,7.9,3,14.6,0.2,0.012,2.7,0.065,0.013,,0.041,0.008,0
MKW000300,13-Apr-05,33,0.003,0.25,3.27,9.2,10.1,99,0.022,340,570,400,1.343,0.228,7.8,1,13.6,0.28,0.032,0.7,0.016,0.003,,0.042,0.008,0
MRK000420,13-Apr-05,51,0.005,0.6,2.98,15.2,9.7,95,0.007,1100,1100,1200,0.681,0.567,7.8,1,14.2,0.65,0.016,1.2,0.024,0.004,,0.059,0.011,0
PAT000200,13-Apr-05,28,0.004,0.25,4.39,7,10.2,97,0.024,9,88,9,0.15,0.029,7.7,1,10.4,0.06,0.031,0.5,0.014,0.001,,0.053,0.01,0
PAT000360,13-Apr-05,30,0.03,0.8,2.07,10.8,10.6,106,0.056,310,540,330,1.854,1.186,8.2,1,14.1,1.3,0.076,1.2,0.023,0.004,,0.039,0.009,0
PNH000200,13-Apr-05,23,0.014,0.25,2.57,9,10,97,0.023,190,100,190,0.355,0.078,7.7,1,12.7,0.17,0.029,1.3,0.032,0.006,,0.037,0.008,0
PNH000900,13-Apr-05,34,0.014,0.25,2.1,14.9,10,99,0.05,340,350,400,0.526,0.621,7.8,1,14.9,0.73,0.067,1.1,0.039,0.006,,0.039,0.008,0
STY000300,13-Apr-05,49,0.0015,0.25,3.84,11.1,10.4,98,0.022,5,19,7,2.379,0.019,8,1,11.8,0.04,0.025,0.7,0.006,0.001,,0.036,0.008,0
WGG000500,13-Apr-05,36,0.01,0.6,2.01,11,10.6,106,0.03,290,300,300,0.749,1.109,8.2,1,14.2,1.17,0.045,1.2,0.023,0.004,,0.037,0.008,0
WGG000900,13-Apr-05,45,0.014,0.7,1.22,15.7,10.3,104,0.072,270,540,280,2.309,1.512,8,3,15.4,1.82,0.104,1.4,0.034,0.006,,0.039,0.008,0
WKH000500,13-Apr-05,64,0.0015,0.25,3.42,14.4,10.8,104,0.031,130,220,130,2.796,0.049,8.2,1,12.6,0.1,0.038,0.55,0.012,0.003,,0.044,0.009,0
MGH000950,11-May-05,37,0.058,0.25,0.57,9.8,10.5,97,0.005,240,34,240,6.062,0.168,7.7,14,11.2,0.26,0.023,7.6,0.043,0.012,,0.03,0.007,0
MKW000300,11-May-05,30,0.006,0.25,3.12,9.3,11.1,98,0.022,170,210,170,1.686,0.426,7.6,1,9.1,0.48,0.029,0.9,0.016,0.004,,0.038,0.008,0
MRK000420,11-May-05,41,0.016,0.25,2.09,14.3,10.5,97,0.007,870,440,930,1.163,0.787,7.6,2,11.4,0.84,0.014,1.5,0.021,0.006,,0.115,0.027,0.002
PAT000200,11-May-05,22,0.0015,0.25,7.45,6.5,11.3,98,0.02,8,5,8,0.205,0.029,7.6,1,6.7,0.06,0.022,0.45,0.014,0.003,,0.036,0.008,0
PAT000360,11-May-05,29,0.057,0.9,2.45,10.4,11.2,102,0.054,140,84,150,2.207,1.081,7.9,1,9.9,1.22,0.067,1.5,0.021,0.005,,0.047,0.013,0.002
PNH000200,11-May-05,21,0.018,0.25,1.61,9,10.6,99,0.018,11,20,11,0.419,0.058,7.7,1,10.9,0.16,0.018,1.6,0.034,0.008,,0.048,0.01,0.001
PNH000900,11-May-05,29,0.011,0.6,2.13,14.7,10.7,99,0.053,240,230,250,0.795,0.68,7.7,1,11.6,0.83,0.061,1.4,0.038,0.008,,0.052,0.014,0.002
STY000300,11-May-05,43,0.004,0.25,6.61,10.5,10.8,98,0.022,3,4,3,2.863,0.039,7.9,1,10.1,0.05,0.022,0.6,0.008,0.002,,0.039,0.008,0
WGG000500,11-May-05,30,0.003,0.25,3.23,9.7,11.6,104,0.013,68,80,68,0.735,0.763,8,1,9.7,0.77,0.02,0.85,0.024,0.005,,0.04,0.009,0.001
WGG000900,11-May-05,40,0.013,0.7,1.68,14.9,11.3,103,0.099,360,270,360,2.23,1.585,8,1,11,1.75,0.122,1.6,0.029,0.006,,0.039,0.009,0.001
WKH000500,11-May-05,56,0.013,0.25,3.55,13.6,11.2,100,0.029,54,120,54,3.297,0.118,8,1,9.6,0.16,0.029,0.9,0.014,0.004,,,,
MGH000950,08-Jun-05,34,0.016,0.25,1.39,8.6,11.3,100,0.004,120,26,120,7.721,0.187,7.5,3,9.2,0.21,0.012,,0.042,0.007,,,,
MKW000300,08-Jun-05,28,0.006,0.25,2.94,8.6,11.6,98,0.02,230,100,230,2.147,0.537,7.6,1,7.5,0.49,0.028,0.8,0.01,0.001,,,,
MRK000420,08-Jun-05,32,0.021,0.5,1.64,12.7,10.5,95,0.009,480,200,480,2.325,1.236,7.7,4,10.7,1.3,0.025,,0.016,0.001,,,,
PAT000200,08-Jun-05,20,0.0015,0.25,4.69,6.2,11.3,98,0.019,25,3,25,0.245,0.039,7.7,1,6.7,0.025,0.019,,0.01,0.001,,,,
PAT000360,08-Jun-05,24,0.048,0.25,2.43,9.8,11.1,101,0.027,92,54,92,4.526,1.22,7.5,1,9.9,1.36,0.035,,0.011,0.001,,,,
PNH000200,08-Jun-05,20,0.022,0.25,1.54,8.4,11.1,98,0.02,28,26,28,0.547,0.078,7.7,1,8.5,0.09,0.027,,0.03,0.006,,,,
PNH000900,08-Jun-05,30,0.028,0.25,2.04,16.3,11,97,0.034,190,100,240,1.081,1.639,7.6,1,9.8,1.8,0.051,,0.026,0.002,,,,
STY000300,08-Jun-05,38,0.0015,0.25,5.37,9.4,11.3,99,0.018,3,1,3,3.632,0.039,7.8,1,8.6,0.025,0.025,,0.004,0.001,,,,
