Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
44616,Lake Wainamu @ Buoy / 44616,26/11/2008,2,NH3+NH4 as N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/11/2008,6,NH3+NH4 as N (mg/l),,0.015,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/08/2008,15,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/08/2008,1,NH3+NH4 as N (mg/l),,0.012,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/08/2008,0,NH3+NH4 as N (mg/l),,0.015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/08/2008,6,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/05/2008,12,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,27/05/2008,0,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,27/05/2008,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2008,4,NH3+NH4 as N (mg/l),,0.021,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,3/04/2008,7,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,2/04/2008,1,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,2/04/2008,4,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,2/04/2008,7,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/02/2008,7,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/02/2008,1,NH3+NH4 as N (mg/l),,0.017,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/2008,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/2008,7,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/01/2008,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/01/2008,1,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/01/2008,2,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,10/01/2008,7,NH3+NH4 as N (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/12/2007,12,NH3+NH4 as N (mg/l),,0.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/12/2007,1,NH3+NH4 as N (mg/l),,0.064,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/12/2007,2,NH3+NH4 as N (mg/l),,0.44,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/10/2007,8,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/10/2007,1,NH3+NH4 as N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/10/2007,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/10/2007,7,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/08/2007,14,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/08/2007,0,NH3+NH4 as N (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/08/2007,3,NH3+NH4 as N (mg/l),,0.006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/08/2007,5,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2007,1,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2007,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2007,6,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/2007,8,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/04/2007,8,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/04/2007,1,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/04/2007,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/04/2007,7,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/02/2007,4,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,12/02/2007,1,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,12/02/2007,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/02/2007,6,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/01/2007,5,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2007,1,NH3+NH4 as N (mg/l),,0.019,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2007,1,NH3+NH4 as N (mg/l),,0.018,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2007,6,NH3+NH4 as N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/11/2006,1,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/11/2006,3,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/11/2006,5,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/11/2006,6,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,6/10/2006,4,NH3+NH4 as N (mg/l),,0.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,1/09/2006,0,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,1/09/2006,1,NH3+NH4 as N (mg/l),,0.019,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,1/09/2006,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/06/2006,13,NH3+NH4 as N (mg/l),,0.002,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2006,0,NH3+NH4 as N (mg/l),,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2006,0,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2006,0,NH3+NH4 as N (mg/l),,0.024,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,5/05/2006,9,NH3+NH4 as N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/04/2006,1,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/04/2006,4,NH3+NH4 as N (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/04/2006,0,NH3+NH4 as N (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/02/2006,8,NH3+NH4 as N (mg/l),,0.106,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2006,1,NH3+NH4 as N (mg/l),,0.052,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/2006,1,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2006,1,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,12/01/2006,3,NH3+NH4 as N (mg/l),,0.019,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/01/2006,6,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/01/2006,1,NH3+NH4 as N (mg/l),,0.084,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/11/2005,3,NH3+NH4 as N (mg/l),,0.016,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/11/2005,1,NH3+NH4 as N (mg/l),,0.029,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/11/2005,2,NH3+NH4 as N (mg/l),,0.013,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/11/2005,5,NH3+NH4 as N (mg/l),,0,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/2005,5,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/08/2005,1,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/08/2005,1,NH3+NH4 as N (mg/l),,0.013,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/08/2005,1,NH3+NH4 as N (mg/l),,0.036,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2005,10,NH3+NH4 as N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/05/2005,1,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/05/2005,1,NH3+NH4 as N (mg/l),,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/05/2005,1,NH3+NH4 as N (mg/l),,0.037,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/03/2005,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/03/2005,1,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/03/2005,2,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/03/2005,3,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/02/2005,4,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/01/2005,1,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/01/2005,1,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/01/2005,1,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/01/2005,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/12/2004,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/11/2004,3,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/11/2004,6,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/11/2004,1,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,23/11/2004,6,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/10/2004,1,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/09/2004,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/08/2004,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/08/2004,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/08/2004,1,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/2004,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/05/2004,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/05/2004,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/05/2004,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/2004,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/04/2004,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/03/2004,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/02/2004,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/02/2004,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2004,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/11/2003,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/11/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/11/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2003,5,NH3+NH4 as N (mg/l),,0.05,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/10/2003,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/09/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/09/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/05/2003,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2003,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/05/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,17/03/2003,5,NH3+NH4 as N (mg/l),,0.13,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/03/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,6/03/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,6/03/2003,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/01/2003,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/11/2002,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/11/2002,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/11/2002,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/2002,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/08/2002,5,NH3+NH4 as N (mg/l),,0.04,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/08/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/08/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/08/2002,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,25/06/2002,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/06/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/06/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/06/2002,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/02/2002,0,NH3+NH4 as N (mg/l),,0.05,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/02/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/02/2002,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2002,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/11/2001,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/11/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/11/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/2001,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/09/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/09/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/09/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/09/2001,5,NH3+NH4 as N (mg/l),,0.05,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/05/2001,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/05/2001,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,5/03/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,5/03/2001,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,9/02/2001,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/12/2000,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/12/2000,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/12/2000,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/12/2000,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/08/2000,0,NH3+NH4 as N (mg/l),,0.1,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/08/2000,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/08/2000,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/08/2000,5,NH3+NH4 as N (mg/l),,0.13,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/02/2000,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/02/2000,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/02/2000,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/02/2000,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/12/1999,5,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,29/11/1999,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/11/1999,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,29/11/1999,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1999,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/05/1999,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/05/1999,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/05/1999,0,NH3+NH4 as N (mg/l),,0.05,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/02/1999,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/02/1999,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/02/1999,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/02/1999,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/11/1998,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/11/1998,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/11/1998,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/11/1998,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/08/1998,0,NH3+NH4 as N (mg/l),,0.04,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/08/1998,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/08/1998,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/1998,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/1998,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/05/1998,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/05/1998,0,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/05/1998,5,NH3+NH4 as N (mg/l),,0.03,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/1998,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/02/1998,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/1998,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/1998,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/11/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/11/1997,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/11/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/08/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/08/1997,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/08/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1997,5,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/05/1997,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1997,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/05/1997,0,NH3+NH4 as N (mg/l),,0.02,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/05/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/02/1997,0,NH3+NH4 as N (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/02/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/02/1997,0,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/02/1997,5,NH3+NH4 as N (mg/l),<,0.01,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/11/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/11/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/11/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/1996,5,NH3+NH4 as N (mg/l),,0.014,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/08/1996,0,NH3+NH4 as N (mg/l),,0.046,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/08/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/08/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1996,5,NH3+NH4 as N (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,7/06/1996,0,NH3+NH4 as N (mg/l),<,0.005,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,7/06/1996,0,NH3+NH4 as N (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/06/1996,0,NH3+NH4 as N (mg/l),,0.007,milligram per litre,10
